,Course_ID,Year,Course_Duration,Course_Ress_Digit,Course_Ress_inClass,Resources_Amount,Resources_Rank,Resources_Type_Basic
0,1,2013,8,1,2,3,1,Lecture
1,1,2013,8,1,2,3,2,Exercise
2,1,2013,8,1,2,3,3,QCM
3,2,2013,35,4,18,22,1,Lecture
4,2,2013,35,4,18,22,2,Lecture
5,2,2013,35,4,18,22,3,Lecture
6,2,2013,35,4,18,22,4,Lecture
7,2,2013,35,4,18,22,5,QCM
8,2,2013,35,4,18,22,6,Lecture
9,2,2013,35,4,18,22,7,Lecture
10,2,2013,35,4,18,22,8,Lecture
11,2,2013,35,4,18,22,9,Video
12,2,2013,35,4,18,22,10,Exercise
13,2,2013,35,4,18,22,11,Test
14,2,2013,35,4,18,22,12,Exercise
15,2,2013,35,4,18,22,13,Exercise
16,2,2013,35,4,18,22,14,Exercise
17,2,2013,35,4,18,22,15,Lecture
18,2,2013,35,4,18,22,16,Lecture
19,2,2013,35,4,18,22,17,Lecture
20,2,2013,35,4,18,22,18,Exercise
21,2,2013,35,4,18,22,19,QCM
22,2,2013,35,4,18,22,20,Lecture
23,2,2013,35,4,18,22,21,Lecture
24,2,2013,35,4,18,22,22,Examen
25,3,2013,7,1,1,2,1,Exercise
26,3,2013,7,1,1,2,2,QCM
27,4,2013,30,1,18,19,1,Lecture
28,4,2013,30,1,18,19,2,Lecture
29,4,2013,30,1,18,19,3,Exercise
30,4,2013,30,1,18,19,4,Exercise
31,4,2013,30,1,18,19,5,Video
32,4,2013,30,1,18,19,6,Lecture
33,4,2013,30,1,18,19,7,Exercise
34,4,2013,30,1,18,19,8,Lecture
35,4,2013,30,1,18,19,9,Lecture
36,4,2013,30,1,18,19,10,Lecture
37,4,2013,30,1,18,19,11,Lecture
38,4,2013,30,1,18,19,12,Lecture
39,4,2013,30,1,18,19,13,Lecture
40,4,2013,30,1,18,19,14,Lecture
41,4,2013,30,1,18,19,15,Exercise
42,4,2013,30,1,18,19,16,Lecture
43,4,2013,30,1,18,19,17,Lecture
44,4,2013,30,1,18,19,18,Exercise
45,4,2013,30,1,18,19,19,Examen
46,5,2013,32,3,10,13,1,QCM
47,5,2013,32,3,10,13,2,Exercise
48,5,2013,32,3,10,13,3,Exercise
49,5,2013,32,3,10,13,4,QCM
50,5,2013,32,3,10,13,5,Lecture
51,5,2013,32,3,10,13,6,Lecture
52,5,2013,32,3,10,13,7,Lecture
53,5,2013,32,3,10,13,8,Lecture
54,5,2013,32,3,10,13,9,Exercise
55,5,2013,32,3,10,13,10,Video
56,5,2013,32,3,10,13,11,Lecture
57,5,2013,32,3,10,13,12,Lecture
58,5,2013,32,3,10,13,13,Examen
59,6,2013,18,2,10,12,1,Lecture
60,6,2013,18,2,10,12,2,Lecture
61,6,2013,18,2,10,12,3,Lecture
62,6,2013,18,2,10,12,4,Lecture
63,6,2013,18,2,10,12,5,Lecture
64,6,2013,18,2,10,12,6,Lecture
65,6,2013,18,2,10,12,7,Exercise
66,6,2013,18,2,10,12,8,Video
67,6,2013,18,2,10,12,9,Exercise
68,6,2013,18,2,10,12,10,Video
69,6,2013,18,2,10,12,11,Lecture
70,6,2013,18,2,10,12,12,Exercise
71,7,2013,36,19,6,25,1,QCM
72,7,2013,36,19,6,25,2,Exercise
73,7,2013,36,19,6,25,3,Video
74,7,2013,36,19,6,25,4,QCM
75,7,2013,36,19,6,25,5,Video
76,7,2013,36,19,6,25,6,Lecture
77,7,2013,36,19,6,25,7,Video
78,7,2013,36,19,6,25,8,Video
79,7,2013,36,19,6,25,9,QCM
80,7,2013,36,19,6,25,10,Video
81,7,2013,36,19,6,25,11,QCM
82,7,2013,36,19,6,25,12,Video
83,7,2013,36,19,6,25,13,Test
84,7,2013,36,19,6,25,14,QCM
85,7,2013,36,19,6,25,15,Lecture
86,7,2013,36,19,6,25,16,QCM
87,7,2013,36,19,6,25,17,QCM
88,7,2013,36,19,6,25,18,Video
89,7,2013,36,19,6,25,19,Exercise
90,7,2013,36,19,6,25,20,Lecture
91,7,2013,36,19,6,25,21,QCM
92,7,2013,36,19,6,25,22,QCM
93,7,2013,36,19,6,25,23,QCM
94,7,2013,36,19,6,25,24,Video
95,7,2013,36,19,6,25,25,Examen
96,8,2013,30,3,18,21,1,Lecture
97,8,2013,30,3,18,21,2,Exercise
98,8,2013,30,3,18,21,3,Lecture
99,8,2013,30,3,18,21,4,Lecture
100,8,2013,30,3,18,21,5,Lecture
101,8,2013,30,3,18,21,6,QCM
102,8,2013,30,3,18,21,7,Video
103,8,2013,30,3,18,21,8,Exercise
104,8,2013,30,3,18,21,9,Exercise
105,8,2013,30,3,18,21,10,Lecture
106,8,2013,30,3,18,21,11,Lecture
107,8,2013,30,3,18,21,12,Lecture
108,8,2013,30,3,18,21,13,Exercise
109,8,2013,30,3,18,21,14,Lecture
110,8,2013,30,3,18,21,15,Lecture
111,8,2013,30,3,18,21,16,Lecture
112,8,2013,30,3,18,21,17,Lecture
113,8,2013,30,3,18,21,18,QCM
114,8,2013,30,3,18,21,19,Exercise
115,8,2013,30,3,18,21,20,Exercise
116,8,2013,30,3,18,21,21,Lecture
117,9,2013,28,3,16,19,1,Lecture
118,9,2013,28,3,16,19,2,Exercise
119,9,2013,28,3,16,19,3,Lecture
120,9,2013,28,3,16,19,4,Lecture
121,9,2013,28,3,16,19,5,QCM
122,9,2013,28,3,16,19,6,Lecture
123,9,2013,28,3,16,19,7,Lecture
124,9,2013,28,3,16,19,8,Exercise
125,9,2013,28,3,16,19,9,Exercise
126,9,2013,28,3,16,19,10,Lecture
127,9,2013,28,3,16,19,11,Lecture
128,9,2013,28,3,16,19,12,Lecture
129,9,2013,28,3,16,19,13,Lecture
130,9,2013,28,3,16,19,14,Lecture
131,9,2013,28,3,16,19,15,Exercise
132,9,2013,28,3,16,19,16,Video
133,9,2013,28,3,16,19,17,Lecture
134,9,2013,28,3,16,19,18,Video
135,9,2013,28,3,16,19,19,Examen
136,10,2013,30,3,21,24,1,Lecture
137,10,2013,30,3,21,24,2,Lecture
138,10,2013,30,3,21,24,3,Exercise
139,10,2013,30,3,21,24,4,Lecture
140,10,2013,30,3,21,24,5,Video
141,10,2013,30,3,21,24,6,Exercise
142,10,2013,30,3,21,24,7,Lecture
143,10,2013,30,3,21,24,8,Lecture
144,10,2013,30,3,21,24,9,Lecture
145,10,2013,30,3,21,24,10,Exercise
146,10,2013,30,3,21,24,11,Lecture
147,10,2013,30,3,21,24,12,Lecture
148,10,2013,30,3,21,24,13,Test
149,10,2013,30,3,21,24,14,Lecture
150,10,2013,30,3,21,24,15,Lecture
151,10,2013,30,3,21,24,16,Lecture
152,10,2013,30,3,21,24,17,Exercise
153,10,2013,30,3,21,24,18,Exercise
154,10,2013,30,3,21,24,19,Lecture
155,10,2013,30,3,21,24,20,Lecture
156,10,2013,30,3,21,24,21,Exercise
157,10,2013,30,3,21,24,22,Lecture
158,10,2013,30,3,21,24,23,QCM
159,10,2013,30,3,21,24,24,Examen
160,11,2013,38,2,19,21,1,Exercise
161,11,2013,38,2,19,21,2,Lecture
162,11,2013,38,2,19,21,3,Lecture
163,11,2013,38,2,19,21,4,Lecture
164,11,2013,38,2,19,21,5,Video
165,11,2013,38,2,19,21,6,Exercise
166,11,2013,38,2,19,21,7,Lecture
167,11,2013,38,2,19,21,8,Lecture
168,11,2013,38,2,19,21,9,Exercise
169,11,2013,38,2,19,21,10,Video
170,11,2013,38,2,19,21,11,Lecture
171,11,2013,38,2,19,21,12,Lecture
172,11,2013,38,2,19,21,13,Lecture
173,11,2013,38,2,19,21,14,Lecture
174,11,2013,38,2,19,21,15,Lecture
175,11,2013,38,2,19,21,16,Lecture
176,11,2013,38,2,19,21,17,Exercise
177,11,2013,38,2,19,21,18,Lecture
178,11,2013,38,2,19,21,19,Exercise
179,11,2013,38,2,19,21,20,Exercise
180,11,2013,38,2,19,21,21,Examen
181,12,2013,37,2,16,18,1,Lecture
182,12,2013,37,2,16,18,2,Exercise
183,12,2013,37,2,16,18,3,Lecture
184,12,2013,37,2,16,18,4,Exercise
185,12,2013,37,2,16,18,5,QCM
186,12,2013,37,2,16,18,6,Exercise
187,12,2013,37,2,16,18,7,Video
188,12,2013,37,2,16,18,8,Lecture
189,12,2013,37,2,16,18,9,Exercise
190,12,2013,37,2,16,18,10,Lecture
191,12,2013,37,2,16,18,11,Lecture
192,12,2013,37,2,16,18,12,Exercise
193,12,2013,37,2,16,18,13,Lecture
194,12,2013,37,2,16,18,14,Lecture
195,12,2013,37,2,16,18,15,Lecture
196,12,2013,37,2,16,18,16,Lecture
197,12,2013,37,2,16,18,17,Lecture
198,12,2013,37,2,16,18,18,Lecture
199,13,2013,12,2,6,8,1,Video
200,13,2013,12,2,6,8,2,Lecture
201,13,2013,12,2,6,8,3,Lecture
202,13,2013,12,2,6,8,4,Exercise
203,13,2013,12,2,6,8,5,Lecture
204,13,2013,12,2,6,8,6,Video
205,13,2013,12,2,6,8,7,Lecture
206,13,2013,12,2,6,8,8,Examen
207,14,2013,7,1,1,2,1,Exercise
208,14,2013,7,1,1,2,2,Video
209,15,2013,7,1,4,5,1,Video
210,15,2013,7,1,4,5,2,Exercise
211,15,2013,7,1,4,5,3,Lecture
212,15,2013,7,1,4,5,4,Exercise
213,15,2013,7,1,4,5,5,Examen
214,16,2013,17,2,10,12,1,Video
215,16,2013,17,2,10,12,2,Lecture
216,16,2013,17,2,10,12,3,Video
217,16,2013,17,2,10,12,4,Lecture
218,16,2013,17,2,10,12,5,Exercise
219,16,2013,17,2,10,12,6,Exercise
220,16,2013,17,2,10,12,7,Lecture
221,16,2013,17,2,10,12,8,Exercise
222,16,2013,17,2,10,12,9,Lecture
223,16,2013,17,2,10,12,10,Lecture
224,16,2013,17,2,10,12,11,Lecture
225,16,2013,17,2,10,12,12,Examen
226,17,2013,20,2,6,8,1,Video
227,17,2013,20,2,6,8,2,Lecture
228,17,2013,20,2,6,8,3,Video
229,17,2013,20,2,6,8,4,Exercise
230,17,2013,20,2,6,8,5,Lecture
231,17,2013,20,2,6,8,6,Lecture
232,17,2013,20,2,6,8,7,Lecture
233,17,2013,20,2,6,8,8,Examen
234,18,2013,10,1,3,4,1,Lecture
235,18,2013,10,1,3,4,2,Video
236,18,2013,10,1,3,4,3,Exercise
237,18,2013,10,1,3,4,4,Lecture
238,19,2013,26,1,7,8,1,Lecture
239,19,2013,26,1,7,8,2,Video
240,19,2013,26,1,7,8,3,Lecture
241,19,2013,26,1,7,8,4,Exercise
242,19,2013,26,1,7,8,5,Exercise
243,19,2013,26,1,7,8,6,Lecture
244,19,2013,26,1,7,8,7,Exercise
245,19,2013,26,1,7,8,8,Examen
246,20,2013,33,1,17,18,1,Exercise
247,20,2013,33,1,17,18,2,Exercise
248,20,2013,33,1,17,18,3,Exercise
249,20,2013,33,1,17,18,4,Lecture
250,20,2013,33,1,17,18,5,Lecture
251,20,2013,33,1,17,18,6,Lecture
252,20,2013,33,1,17,18,7,Exercise
253,20,2013,33,1,17,18,8,Exercise
254,20,2013,33,1,17,18,9,Exercise
255,20,2013,33,1,17,18,10,Lecture
256,20,2013,33,1,17,18,11,Lecture
257,20,2013,33,1,17,18,12,QCM
258,20,2013,33,1,17,18,13,Lecture
259,20,2013,33,1,17,18,14,Lecture
260,20,2013,33,1,17,18,15,Lecture
261,20,2013,33,1,17,18,16,Lecture
262,20,2013,33,1,17,18,17,Lecture
263,20,2013,33,1,17,18,18,Lecture
264,21,2013,6,1,1,2,1,QCM
265,21,2013,6,1,1,2,2,Exercise
266,22,2013,49,4,41,45,1,Exercise
267,22,2013,49,4,41,45,2,Lecture
268,22,2013,49,4,41,45,3,Exercise
269,22,2013,49,4,41,45,4,Lecture
270,22,2013,49,4,41,45,5,Lecture
271,22,2013,49,4,41,45,6,Exercise
272,22,2013,49,4,41,45,7,Lecture
273,22,2013,49,4,41,45,8,Lecture
274,22,2013,49,4,41,45,9,Lecture
275,22,2013,49,4,41,45,10,Video
276,22,2013,49,4,41,45,11,Exercise
277,22,2013,49,4,41,45,12,Lecture
278,22,2013,49,4,41,45,13,Lecture
279,22,2013,49,4,41,45,14,Exercise
280,22,2013,49,4,41,45,15,Lecture
281,22,2013,49,4,41,45,16,Lecture
282,22,2013,49,4,41,45,17,Lecture
283,22,2013,49,4,41,45,18,Lecture
284,22,2013,49,4,41,45,19,Exercise
285,22,2013,49,4,41,45,20,QCM
286,22,2013,49,4,41,45,21,Lecture
287,22,2013,49,4,41,45,22,Exercise
288,22,2013,49,4,41,45,23,Test
289,22,2013,49,4,41,45,24,Lecture
290,22,2013,49,4,41,45,25,QCM
291,22,2013,49,4,41,45,26,Lecture
292,22,2013,49,4,41,45,27,Exercise
293,22,2013,49,4,41,45,28,Lecture
294,22,2013,49,4,41,45,29,Lecture
295,22,2013,49,4,41,45,30,Lecture
296,22,2013,49,4,41,45,31,Lecture
297,22,2013,49,4,41,45,32,Lecture
298,22,2013,49,4,41,45,33,Exercise
299,22,2013,49,4,41,45,34,Lecture
300,22,2013,49,4,41,45,35,Lecture
301,22,2013,49,4,41,45,36,Lecture
302,22,2013,49,4,41,45,37,Lecture
303,22,2013,49,4,41,45,38,Exercise
304,22,2013,49,4,41,45,39,Lecture
305,22,2013,49,4,41,45,40,Exercise
306,22,2013,49,4,41,45,41,Exercise
307,22,2013,49,4,41,45,42,Lecture
308,22,2013,49,4,41,45,43,Lecture
309,22,2013,49,4,41,45,44,Exercise
310,22,2013,49,4,41,45,45,Examen
311,23,2013,15,1,5,6,1,Lecture
312,23,2013,15,1,5,6,2,Lecture
313,23,2013,15,1,5,6,3,Lecture
314,23,2013,15,1,5,6,4,Exercise
315,23,2013,15,1,5,6,5,QCM
316,23,2013,15,1,5,6,6,Examen
317,24,2013,5,1,3,4,1,Lecture
318,24,2013,5,1,3,4,2,Exercise
319,24,2013,5,1,3,4,3,QCM
320,24,2013,5,1,3,4,4,Lecture
321,25,2013,25,2,12,14,1,Lecture
322,25,2013,25,2,12,14,2,Lecture
323,25,2013,25,2,12,14,3,Exercise
324,25,2013,25,2,12,14,4,Lecture
325,25,2013,25,2,12,14,5,Lecture
326,25,2013,25,2,12,14,6,Video
327,25,2013,25,2,12,14,7,Lecture
328,25,2013,25,2,12,14,8,Exercise
329,25,2013,25,2,12,14,9,Lecture
330,25,2013,25,2,12,14,10,Video
331,25,2013,25,2,12,14,11,Exercise
332,25,2013,25,2,12,14,12,Lecture
333,25,2013,25,2,12,14,13,Lecture
334,25,2013,25,2,12,14,14,Examen
335,26,2013,13,1,3,4,1,Lecture
336,26,2013,13,1,3,4,2,Exercise
337,26,2013,13,1,3,4,3,Lecture
338,26,2013,13,1,3,4,4,QCM
339,27,2013,36,2,18,20,1,Exercise
340,27,2013,36,2,18,20,2,Lecture
341,27,2013,36,2,18,20,3,Lecture
342,27,2013,36,2,18,20,4,Video
343,27,2013,36,2,18,20,5,Lecture
344,27,2013,36,2,18,20,6,Exercise
345,27,2013,36,2,18,20,7,Exercise
346,27,2013,36,2,18,20,8,Lecture
347,27,2013,36,2,18,20,9,Lecture
348,27,2013,36,2,18,20,10,Exercise
349,27,2013,36,2,18,20,11,Lecture
350,27,2013,36,2,18,20,12,Lecture
351,27,2013,36,2,18,20,13,Exercise
352,27,2013,36,2,18,20,14,Lecture
353,27,2013,36,2,18,20,15,Lecture
354,27,2013,36,2,18,20,16,Video
355,27,2013,36,2,18,20,17,Exercise
356,27,2013,36,2,18,20,18,Lecture
357,27,2013,36,2,18,20,19,Lecture
358,27,2013,36,2,18,20,20,Lecture
359,28,2013,19,4,13,17,1,Lecture
360,28,2013,19,4,13,17,2,Lecture
361,28,2013,19,4,13,17,3,Exercise
362,28,2013,19,4,13,17,4,Lecture
363,28,2013,19,4,13,17,5,Lecture
364,28,2013,19,4,13,17,6,Lecture
365,28,2013,19,4,13,17,7,Lecture
366,28,2013,19,4,13,17,8,Exercise
367,28,2013,19,4,13,17,9,Exercise
368,28,2013,19,4,13,17,10,Exercise
369,28,2013,19,4,13,17,11,Video
370,28,2013,19,4,13,17,12,QCM
371,28,2013,19,4,13,17,13,QCM
372,28,2013,19,4,13,17,14,Lecture
373,28,2013,19,4,13,17,15,Lecture
374,28,2013,19,4,13,17,16,Lecture
375,28,2013,19,4,13,17,17,Video
376,29,2013,35,1,9,10,1,Exercise
377,29,2013,35,1,9,10,2,Exercise
378,29,2013,35,1,9,10,3,Lecture
379,29,2013,35,1,9,10,4,Lecture
380,29,2013,35,1,9,10,5,Exercise
381,29,2013,35,1,9,10,6,Video
382,29,2013,35,1,9,10,7,Lecture
383,29,2013,35,1,9,10,8,Lecture
384,29,2013,35,1,9,10,9,Lecture
385,29,2013,35,1,9,10,10,Lecture
386,30,2013,22,1,7,8,1,Lecture
387,30,2013,22,1,7,8,2,Lecture
388,30,2013,22,1,7,8,3,Lecture
389,30,2013,22,1,7,8,4,Video
390,30,2013,22,1,7,8,5,Lecture
391,30,2013,22,1,7,8,6,Exercise
392,30,2013,22,1,7,8,7,Exercise
393,30,2013,22,1,7,8,8,Lecture
394,31,2013,9,1,3,4,1,Exercise
395,31,2013,9,1,3,4,2,Lecture
396,31,2013,9,1,3,4,3,QCM
397,31,2013,9,1,3,4,4,Examen
398,32,2013,15,1,4,5,1,Exercise
399,32,2013,15,1,4,5,2,Video
400,32,2013,15,1,4,5,3,Lecture
401,32,2013,15,1,4,5,4,Exercise
402,32,2013,15,1,4,5,5,Lecture
403,33,2013,6,1,3,4,1,QCM
404,33,2013,6,1,3,4,2,Exercise
405,33,2013,6,1,3,4,3,Lecture
406,33,2013,6,1,3,4,4,Lecture
407,34,2013,11,1,6,7,1,Lecture
408,34,2013,11,1,6,7,2,Lecture
409,34,2013,11,1,6,7,3,Video
410,34,2013,11,1,6,7,4,Lecture
411,34,2013,11,1,6,7,5,Lecture
412,34,2013,11,1,6,7,6,Exercise
413,34,2013,11,1,6,7,7,Examen
414,35,2013,16,1,4,5,1,QCM
415,35,2013,16,1,4,5,2,Lecture
416,35,2013,16,1,4,5,3,Lecture
417,35,2013,16,1,4,5,4,Exercise
418,35,2013,16,1,4,5,5,Examen
419,36,2013,13,1,5,6,1,Video
420,36,2013,13,1,5,6,2,Lecture
421,36,2013,13,1,5,6,3,Lecture
422,36,2013,13,1,5,6,4,Lecture
423,36,2013,13,1,5,6,5,Exercise
424,36,2013,13,1,5,6,6,Examen
425,37,2013,15,1,3,4,1,Exercise
426,37,2013,15,1,3,4,2,Lecture
427,37,2013,15,1,3,4,3,Lecture
428,37,2013,15,1,3,4,4,QCM
429,38,2013,14,3,11,14,1,Exercise
430,38,2013,14,3,11,14,2,QCM
431,38,2013,14,3,11,14,3,Video
432,38,2013,14,3,11,14,4,Lecture
433,38,2013,14,3,11,14,5,Video
434,38,2013,14,3,11,14,6,Lecture
435,38,2013,14,3,11,14,7,Exercise
436,38,2013,14,3,11,14,8,Lecture
437,38,2013,14,3,11,14,9,Lecture
438,38,2013,14,3,11,14,10,Lecture
439,38,2013,14,3,11,14,11,Lecture
440,38,2013,14,3,11,14,12,Exercise
441,38,2013,14,3,11,14,13,Lecture
442,38,2013,14,3,11,14,14,Examen
443,39,2013,23,2,5,7,1,Exercise
444,39,2013,23,2,5,7,2,Exercise
445,39,2013,23,2,5,7,3,Video
446,39,2013,23,2,5,7,4,QCM
447,39,2013,23,2,5,7,5,Lecture
448,39,2013,23,2,5,7,6,Lecture
449,39,2013,23,2,5,7,7,Examen
450,40,2013,6,1,1,2,1,QCM
451,40,2013,6,1,1,2,2,Lecture
452,41,2013,13,1,4,5,1,Exercise
453,41,2013,13,1,4,5,2,Exercise
454,41,2013,13,1,4,5,3,Lecture
455,41,2013,13,1,4,5,4,QCM
456,41,2013,13,1,4,5,5,Lecture
457,42,2013,26,4,18,22,1,Exercise
458,42,2013,26,4,18,22,2,Exercise
459,42,2013,26,4,18,22,3,Lecture
460,42,2013,26,4,18,22,4,Exercise
461,42,2013,26,4,18,22,5,Lecture
462,42,2013,26,4,18,22,6,Lecture
463,42,2013,26,4,18,22,7,Video
464,42,2013,26,4,18,22,8,Exercise
465,42,2013,26,4,18,22,9,Lecture
466,42,2013,26,4,18,22,10,Exercise
467,42,2013,26,4,18,22,11,Lecture
468,42,2013,26,4,18,22,12,Video
469,42,2013,26,4,18,22,13,Lecture
470,42,2013,26,4,18,22,14,Exercise
471,42,2013,26,4,18,22,15,Video
472,42,2013,26,4,18,22,16,Lecture
473,42,2013,26,4,18,22,17,Lecture
474,42,2013,26,4,18,22,18,QCM
475,42,2013,26,4,18,22,19,Lecture
476,42,2013,26,4,18,22,20,Lecture
477,42,2013,26,4,18,22,21,Lecture
478,42,2013,26,4,18,22,22,Lecture
479,43,2013,12,1,6,7,1,Exercise
480,43,2013,12,1,6,7,2,Lecture
481,43,2013,12,1,6,7,3,Exercise
482,43,2013,12,1,6,7,4,Lecture
483,43,2013,12,1,6,7,5,Lecture
484,43,2013,12,1,6,7,6,QCM
485,43,2013,12,1,6,7,7,Examen
486,44,2013,7,2,0,2,1,QCM
487,44,2013,7,2,0,2,2,Video
488,45,2013,6,1,4,5,1,Exercise
489,45,2013,6,1,4,5,2,Video
490,45,2013,6,1,4,5,3,Lecture
491,45,2013,6,1,4,5,4,Lecture
492,45,2013,6,1,4,5,5,Examen
493,46,2013,10,1,5,6,1,Exercise
494,46,2013,10,1,5,6,2,Exercise
495,46,2013,10,1,5,6,3,Video
496,46,2013,10,1,5,6,4,Lecture
497,46,2013,10,1,5,6,5,Lecture
498,46,2013,10,1,5,6,6,Examen
499,47,2013,7,1,5,6,1,Lecture
500,47,2013,7,1,5,6,2,Lecture
501,47,2013,7,1,5,6,3,Lecture
502,47,2013,7,1,5,6,4,Video
503,47,2013,7,1,5,6,5,Exercise
504,47,2013,7,1,5,6,6,Examen
505,48,2013,42,7,27,34,1,Exercise
506,48,2013,42,7,27,34,2,Lecture
507,48,2013,42,7,27,34,3,Lecture
508,48,2013,42,7,27,34,4,Exercise
509,48,2013,42,7,27,34,5,Video
510,48,2013,42,7,27,34,6,Lecture
511,48,2013,42,7,27,34,7,Video
512,48,2013,42,7,27,34,8,Lecture
513,48,2013,42,7,27,34,9,Lecture
514,48,2013,42,7,27,34,10,Lecture
515,48,2013,42,7,27,34,11,Lecture
516,48,2013,42,7,27,34,12,Lecture
517,48,2013,42,7,27,34,13,Video
518,48,2013,42,7,27,34,14,Exercise
519,48,2013,42,7,27,34,15,Lecture
520,48,2013,42,7,27,34,16,QCM
521,48,2013,42,7,27,34,17,Examen
522,48,2013,42,7,27,34,18,Video
523,48,2013,42,7,27,34,19,QCM
524,48,2013,42,7,27,34,20,Exercise
525,48,2013,42,7,27,34,21,Lecture
526,48,2013,42,7,27,34,22,Exercise
527,48,2013,42,7,27,34,23,Video
528,48,2013,42,7,27,34,24,Exercise
529,48,2013,42,7,27,34,25,Lecture
530,48,2013,42,7,27,34,26,Exercise
531,48,2013,42,7,27,34,27,Lecture
532,48,2013,42,7,27,34,28,Lecture
533,48,2013,42,7,27,34,29,Lecture
534,48,2013,42,7,27,34,30,Lecture
535,48,2013,42,7,27,34,31,Lecture
536,48,2013,42,7,27,34,32,Lecture
537,48,2013,42,7,27,34,33,Lecture
538,48,2013,42,7,27,34,34,Examen
539,49,2013,29,3,24,27,1,Exercise
540,49,2013,29,3,24,27,2,Lecture
541,49,2013,29,3,24,27,3,Lecture
542,49,2013,29,3,24,27,4,Video
543,49,2013,29,3,24,27,5,Exercise
544,49,2013,29,3,24,27,6,Lecture
545,49,2013,29,3,24,27,7,Lecture
546,49,2013,29,3,24,27,8,Video
547,49,2013,29,3,24,27,9,Lecture
548,49,2013,29,3,24,27,10,Lecture
549,49,2013,29,3,24,27,11,Lecture
550,49,2013,29,3,24,27,12,Exercise
551,49,2013,29,3,24,27,13,Lecture
552,49,2013,29,3,24,27,14,Examen
553,49,2013,29,3,24,27,15,Lecture
554,49,2013,29,3,24,27,16,Lecture
555,49,2013,29,3,24,27,17,Lecture
556,49,2013,29,3,24,27,18,Exercise
557,49,2013,29,3,24,27,19,Lecture
558,49,2013,29,3,24,27,20,Lecture
559,49,2013,29,3,24,27,21,QCM
560,49,2013,29,3,24,27,22,Exercise
561,49,2013,29,3,24,27,23,Lecture
562,49,2013,29,3,24,27,24,Exercise
563,49,2013,29,3,24,27,25,Lecture
564,49,2013,29,3,24,27,26,Lecture
565,49,2013,29,3,24,27,27,Examen
566,50,2013,28,3,12,15,1,Video
567,50,2013,28,3,12,15,2,Lecture
568,50,2013,28,3,12,15,3,Lecture
569,50,2013,28,3,12,15,4,QCM
570,50,2013,28,3,12,15,5,Lecture
571,50,2013,28,3,12,15,6,Exercise
572,50,2013,28,3,12,15,7,Lecture
573,50,2013,28,3,12,15,8,Test
574,50,2013,28,3,12,15,9,Lecture
575,50,2013,28,3,12,15,10,Exercise
576,50,2013,28,3,12,15,11,Lecture
577,50,2013,28,3,12,15,12,Exercise
578,50,2013,28,3,12,15,13,Lecture
579,50,2013,28,3,12,15,14,Lecture
580,50,2013,28,3,12,15,15,Examen
581,51,2013,47,4,41,45,1,Exercise
582,51,2013,47,4,41,45,2,Lecture
583,51,2013,47,4,41,45,3,Exercise
584,51,2013,47,4,41,45,4,Lecture
585,51,2013,47,4,41,45,5,Lecture
586,51,2013,47,4,41,45,6,Lecture
587,51,2013,47,4,41,45,7,Lecture
588,51,2013,47,4,41,45,8,Lecture
589,51,2013,47,4,41,45,9,Lecture
590,51,2013,47,4,41,45,10,Exercise
591,51,2013,47,4,41,45,11,Lecture
592,51,2013,47,4,41,45,12,Exercise
593,51,2013,47,4,41,45,13,Lecture
594,51,2013,47,4,41,45,14,Lecture
595,51,2013,47,4,41,45,15,Lecture
596,51,2013,47,4,41,45,16,Test
597,51,2013,47,4,41,45,17,Exercise
598,51,2013,47,4,41,45,18,Lecture
599,51,2013,47,4,41,45,19,Lecture
600,51,2013,47,4,41,45,20,Lecture
601,51,2013,47,4,41,45,21,Exercise
602,51,2013,47,4,41,45,22,Lecture
603,51,2013,47,4,41,45,23,Lecture
604,51,2013,47,4,41,45,24,Examen
605,51,2013,47,4,41,45,25,QCM
606,51,2013,47,4,41,45,26,Video
607,51,2013,47,4,41,45,27,Lecture
608,51,2013,47,4,41,45,28,Exercise
609,51,2013,47,4,41,45,29,QCM
610,51,2013,47,4,41,45,30,Exercise
611,51,2013,47,4,41,45,31,Lecture
612,51,2013,47,4,41,45,32,Lecture
613,51,2013,47,4,41,45,33,Lecture
614,51,2013,47,4,41,45,34,Exercise
615,51,2013,47,4,41,45,35,Lecture
616,51,2013,47,4,41,45,36,Exercise
617,51,2013,47,4,41,45,37,Lecture
618,51,2013,47,4,41,45,38,Lecture
619,51,2013,47,4,41,45,39,Lecture
620,51,2013,47,4,41,45,40,Lecture
621,51,2013,47,4,41,45,41,Lecture
622,51,2013,47,4,41,45,42,Exercise
623,51,2013,47,4,41,45,43,Exercise
624,51,2013,47,4,41,45,44,Exercise
625,51,2013,47,4,41,45,45,Examen
626,52,2013,18,2,4,6,1,Exercise
627,52,2013,18,2,4,6,2,Lecture
628,52,2013,18,2,4,6,3,Video
629,52,2013,18,2,4,6,4,Video
630,52,2013,18,2,4,6,5,Exercise
631,52,2013,18,2,4,6,6,Examen
632,53,2013,12,1,2,3,1,QCM
633,53,2013,12,1,2,3,2,Lecture
634,53,2013,12,1,2,3,3,Exercise
635,54,2013,8,2,4,6,1,Exercise
636,54,2013,8,2,4,6,2,Video
637,54,2013,8,2,4,6,3,Video
638,54,2013,8,2,4,6,4,Lecture
639,54,2013,8,2,4,6,5,Exercise
640,54,2013,8,2,4,6,6,Examen
641,55,2013,60,10,43,53,1,Lecture
642,55,2013,60,10,43,53,2,Lecture
